card_id,name,supertype,subtypes,types,hp,number,rarity,artist,set.id,set.name,set.series,set.release_date,release_year,images.small,images.large,prices.tcgplayer_variants.normal.market,prices.tcgplayer_variants.holofoil.market,prices.tcgplayer_variants.reverseHolofoil.market,prices.cardmarket_trend,prices.cardmarket_avg_sell,effective_market_price
xy4-1,Venonat,Pokémon,Basic,Grass,60.0,1,Common,Sumiyoshi Kizuki,xy4,Phantom Forces,XY,2014/11/05,2014,https://images.pokemontcg.io/xy4/1.png,https://images.pokemontcg.io/xy4/1_hires.png,0.27,,0.58,0.12,0.09,0.27
bw11-1,Tangela,Pokémon,Basic,Grass,70.0,1,Common,kirisAki,bw11,Legendary Treasures,Black & White,2013/11/06,2013,https://images.pokemontcg.io/bw11/1.png,https://images.pokemontcg.io/bw11/1_hires.png,0.37,,0.86,0.39,0.27,0.37
ex4-1,Team Aqua's Cacturne,Pokémon,Stage 1,"Grass, Darkness",80.0,1,Rare Holo,K. Utsunomiya,ex4,Team Magma vs Team Aqua,EX,2004/03/01,2004,https://images.pokemontcg.io/ex4/1.png,https://images.pokemontcg.io/ex4/1_hires.png,,29.69,29.95,11.73,10.6,29.69
bw4-1,Pinsir,Pokémon,Basic,Grass,80.0,1,Rare,Masakazu Fukuda,bw4,Next Destinies,Black & White,2012/02/08,2012,https://images.pokemontcg.io/bw4/1.png,https://images.pokemontcg.io/bw4/1_hires.png,0.73,,0.97,0.4,0.44,0.73
bw9-1,Weedle,Pokémon,Basic,Grass,50.0,1,Common,Sumiyoshi Kizuki,bw9,Plasma Freeze,Black & White,2013/05/08,2013,https://images.pokemontcg.io/bw9/1.png,https://images.pokemontcg.io/bw9/1_hires.png,0.33,,1.54,0.19,0.17,0.33
base1-1,Alakazam,Pokémon,Stage 2,Psychic,80.0,1,Rare Holo,Ken Sugimori,base1,Base,Base,1999/01/09,1999,https://images.pokemontcg.io/base1/1.png,https://images.pokemontcg.io/base1/1_hires.png,,69.34,,268.62,125.0,69.34
pop3-1,Blastoise,Pokémon,Stage 2,Water,120.0,1,Rare,Mitsuhiro Arita,pop3,POP Series 3,POP,2006/04/01,2006,https://images.pokemontcg.io/pop3/1.png,https://images.pokemontcg.io/pop3/1_hires.png,100.0,217.5,,122.4,150.0,100.0
dp4-1,Blaziken,Pokémon,Stage 2,Fire,130.0,1,Rare Holo,Kagemaru Himeno,dp4,Great Encounters,Diamond & Pearl,2008/02/01,2008,https://images.pokemontcg.io/dp4/1.png,https://images.pokemontcg.io/dp4/1_hires.png,,24.04,49.93,6.45,6.11,24.04
bw7-1,Oddish,Pokémon,Basic,Grass,50.0,1,Common,Kanako Eo,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/1.png,https://images.pokemontcg.io/bw7/1_hires.png,0.51,,9.32,0.45,0.37,0.51
ex8-1,Altaria,Pokémon,Stage 1,Colorless,70.0,1,Rare Holo,Kyoko Umemoto,ex8,Deoxys,EX,2005/02/01,2005,https://images.pokemontcg.io/ex8/1.png,https://images.pokemontcg.io/ex8/1_hires.png,6.65,68.29,77.49,11.93,7.79,6.65
bw5-1,Bulbasaur,Pokémon,Basic,Grass,60.0,1,Common,Mitsuhiro Arita,bw5,Dark Explorers,Black & White,2012/05/09,2012,https://images.pokemontcg.io/bw5/1.png,https://images.pokemontcg.io/bw5/1_hires.png,9.37,,29.48,1.8,1.25,9.37
pop5-1,Ho-Oh,Pokémon,Basic,Fire,80.0,1,Rare,Mitsuhiro Arita,pop5,POP Series 5,POP,2007/03/01,2007,https://images.pokemontcg.io/pop5/1.png,https://images.pokemontcg.io/pop5/1_hires.png,20.0,59.63,,39.6,48.12,20.0
sm5-1,Exeggcute,Pokémon,Basic,Grass,50.0,1,Common,kawayoo,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/1.png,https://images.pokemontcg.io/sm5/1_hires.png,0.05,,0.39,0.1,0.11,0.05
xy10-1,Shuckle,Pokémon,Basic,Grass,80.0,1,Uncommon,sui,xy10,Fates Collide,XY,2016/05/02,2016,https://images.pokemontcg.io/xy10/1.png,https://images.pokemontcg.io/xy10/1_hires.png,0.31,,2.01,0.16,0.13,0.31
sm8-1,Tangela,Pokémon,Basic,Grass,80.0,1,Common,Ken Sugimori,sm8,Lost Thunder,Sun & Moon,2018/11/02,2018,https://images.pokemontcg.io/sm8/1.png,https://images.pokemontcg.io/sm8/1_hires.png,0.44,,1.09,0.21,0.15,0.44
hgss2-1,Jirachi,Pokémon,Basic,Psychic,60.0,1,Rare Holo,Wataru Kawahara,hgss2,HS—Unleashed,HeartGold & SoulSilver,2010/05/12,2010,https://images.pokemontcg.io/hgss2/1.png,https://images.pokemontcg.io/hgss2/1_hires.png,,26.6,27.26,33.66,5.96,26.6
dpp-DP01,Turtwig,Pokémon,Basic,Grass,60.0,DP01,Promo,Masakazu Fukuda,dpp,DP Black Star Promos,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dpp/DP01.png,https://images.pokemontcg.io/dpp/DP01_hires.png,,31.91,,,,31.91
swsh1-1,Celebi V,Pokémon,"Basic, V",Grass,180.0,1,Rare Holo V,PLANETA Igarashi,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/1.png,https://images.pokemontcg.io/swsh1/1_hires.png,,1.87,,2.72,2.51,1.87
basep-1,Pikachu,Pokémon,Basic,Lightning,60.0,1,Promo,Keiji Kinebuchi,basep,Wizards Black Star Promos,Base,1999/07/01,1999,https://images.pokemontcg.io/basep/1.png,https://images.pokemontcg.io/basep/1_hires.png,,,,18.44,20.3,18.44
swsh4-1,Weedle,Pokémon,Basic,Grass,40.0,1,Common,sui,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/1.png,https://images.pokemontcg.io/swsh4/1_hires.png,0.06,,0.27,0.07,0.06,0.06
xy1-1,Venusaur-EX,Pokémon,"Basic, EX",Grass,180.0,1,Rare Holo EX,Eske Yoshinob,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/1.png,https://images.pokemontcg.io/xy1/1_hires.png,,6.64,,4.59,6.44,6.64
pop1-1,Blaziken,Pokémon,Stage 2,Fire,110.0,1,Rare,Katsura Tabata,pop1,POP Series 1,POP,2004/09/01,2004,https://images.pokemontcg.io/pop1/1.png,https://images.pokemontcg.io/pop1/1_hires.png,19.58,17.91,,20.2,20.6,19.58
bw8-1,Turtwig,Pokémon,Basic,Grass,70.0,1,Common,Kouki Saitou,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/1.png,https://images.pokemontcg.io/bw8/1_hires.png,0.36,,12.28,0.25,0.24,0.36
base6-1,Alakazam,Pokémon,Stage 2,Psychic,80.0,1,Rare Holo,Ken Sugimori,base6,Legendary Collection,Other,2002/05/24,2002,https://images.pokemontcg.io/base6/1.png,https://images.pokemontcg.io/base6/1_hires.png,,75.74,321.1,70.47,18.81,75.74
pop9-1,Garchomp,Pokémon,Stage 2,Colorless,130.0,1,Rare,Kagemaru Himeno,pop9,POP Series 9,POP,2009/03/01,2009,https://images.pokemontcg.io/pop9/1.png,https://images.pokemontcg.io/pop9/1_hires.png,64.88,,,18.37,20.0,64.88
pop4-1,Chimecho δ,Pokémon,Basic,Metal,60.0,1,Rare,Masakazu Fukuda,pop4,POP Series 4,POP,2006/08/01,2006,https://images.pokemontcg.io/pop4/1.png,https://images.pokemontcg.io/pop4/1_hires.png,750.0,,,258.29,0.0,750.0
neo4-1,Dark Ampharos,Pokémon,Stage 2,Lightning,70.0,1,Rare Holo,Kagemaru Himeno,neo4,Neo Destiny,Neo,2002/02/28,2002,https://images.pokemontcg.io/neo4/1.png,https://images.pokemontcg.io/neo4/1_hires.png,,,,92.89,59.99,92.89
neo3-1,Ampharos,Pokémon,Stage 2,Lightning,90.0,1,Rare Holo,Toshinao Aoki,neo3,Neo Revelation,Neo,2001/09/21,2001,https://images.pokemontcg.io/neo3/1.png,https://images.pokemontcg.io/neo3/1_hires.png,,,,39.91,47.69,39.91
pl4-1,Charizard,Pokémon,Stage 2,Fire,140.0,1,Rare Holo,Kagemaru Himeno,pl4,Arceus,Platinum,2009/11/04,2009,https://images.pokemontcg.io/pl4/1.png,https://images.pokemontcg.io/pl4/1_hires.png,,113.69,54.79,30.48,25.47,113.69
mcd19-4,Alolan Sandshrew,Pokémon,Basic,Water,60.0,4,,Shin Nagasawa,mcd19,McDonald's Collection 2019,Other,2019/10/15,2019,https://images.pokemontcg.io/mcd19/4.png,https://images.pokemontcg.io/mcd19/4_hires.png,,11.53,,1.96,1.41,11.53
sm115-3,Butterfree,Pokémon,Stage 2,Grass,130.0,3,Rare,Masakazu Fukuda,sm115,Hidden Fates,Sun & Moon,2019/08/23,2019,https://images.pokemontcg.io/sm115/3.png,https://images.pokemontcg.io/sm115/3_hires.png,0.31,,0.88,0.18,0.17,0.31
base3-4,Dragonite,Pokémon,Stage 2,Colorless,100.0,4,Rare Holo,Kagemaru Himeno,base3,Fossil,Base,1999/10/10,1999,https://images.pokemontcg.io/base3/4.png,https://images.pokemontcg.io/base3/4_hires.png,,,,110.31,115.58,110.31
ex9-3,Exploud,Pokémon,Stage 2,Colorless,120.0,3,Rare Holo,Hajime Kusajima,ex9,Emerald,EX,2005/05/01,2005,https://images.pokemontcg.io/ex9/3.png,https://images.pokemontcg.io/ex9/3_hires.png,17.9,27.01,24.07,12.1,5.38,17.9
pop7-3,Latias,Pokémon,Basic,Colorless,80.0,3,Rare,Daisuke Ito,pop7,POP Series 7,POP,2008/03/01,2008,https://images.pokemontcg.io/pop7/3.png,https://images.pokemontcg.io/pop7/3_hires.png,33.3,54.69,,8.66,7.17,33.3
pop6-4,Pachirisu,Pokémon,Basic,Lightning,70.0,4,Rare,Atsuko Nishida,pop6,POP Series 6,POP,2007/09/01,2007,https://images.pokemontcg.io/pop6/4.png,https://images.pokemontcg.io/pop6/4_hires.png,11.89,,,1.64,1.17,11.89
det1-4,Charmander,Pokémon,Basic,Fire,60.0,4,Common,MPC Film,det1,Detective Pikachu,Sun & Moon,2019/04/05,2019,https://images.pokemontcg.io/det1/4.png,https://images.pokemontcg.io/det1/4_hires.png,,0.85,,0.71,0.52,0.85
ex4-2,Team Aqua's Crawdaunt,Pokémon,Stage 1,"Water, Darkness",80.0,2,Rare Holo,Nakaoka,ex4,Team Magma vs Team Aqua,EX,2004/03/01,2004,https://images.pokemontcg.io/ex4/2.png,https://images.pokemontcg.io/ex4/2_hires.png,,29.98,30.0,9.6,9.77,29.98
hgss1-4,Gyarados,Pokémon,Stage 1,Water,130.0,4,Rare Holo,Mitsuhiro Arita,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,2010,https://images.pokemontcg.io/hgss1/4.png,https://images.pokemontcg.io/hgss1/4_hires.png,,60.86,69.99,17.08,13.87,60.86
xy1-2,M Venusaur-EX,Pokémon,"MEGA, EX",Grass,230.0,2,Rare Holo EX,5ban Graphics,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/2.png,https://images.pokemontcg.io/xy1/2_hires.png,,21.59,,17.0,18.11,21.59
ex8-2,Beautifly,Pokémon,Stage 2,Grass,100.0,2,Rare Holo,Kagemaru Himeno,ex8,Deoxys,EX,2005/02/01,2005,https://images.pokemontcg.io/ex8/2.png,https://images.pokemontcg.io/ex8/2_hires.png,13.84,20.29,28.65,6.53,6.89,13.84
bw5-2,Ivysaur,Pokémon,Stage 1,Grass,90.0,2,Uncommon,sui,bw5,Dark Explorers,Black & White,2012/05/09,2012,https://images.pokemontcg.io/bw5/2.png,https://images.pokemontcg.io/bw5/2_hires.png,9.57,,25.54,2.85,2.46,9.57
dpp-DP02,Chimchar,Pokémon,Basic,Fire,50.0,DP02,Promo,Kagemaru Himeno,dpp,DP Black Star Promos,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dpp/DP02.png,https://images.pokemontcg.io/dpp/DP02_hires.png,,25.87,,,,25.87
sm2-2,Weepinbell,Pokémon,Stage 1,Grass,80.0,2,Uncommon,Mina Nakai,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/2.png,https://images.pokemontcg.io/sm2/2_hires.png,0.21,,0.35,0.08,0.1,0.21
pop4-2,Deoxys δ,Pokémon,Basic,Colorless,70.0,2,Rare,Kouki Saitou,pop4,POP Series 4,POP,2006/08/01,2006,https://images.pokemontcg.io/pop4/2.png,https://images.pokemontcg.io/pop4/2_hires.png,56.58,225.5,,26.47,19.14,56.58
bw7-2,Gloom,Pokémon,Stage 1,Grass,80.0,2,Uncommon,Atsuko Nishida,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/2.png,https://images.pokemontcg.io/bw7/2_hires.png,0.49,,2.86,0.37,0.26,0.49
xy4-2,Venomoth,Pokémon,Stage 1,Grass,90.0,2,Rare,5ban Graphics,xy4,Phantom Forces,XY,2014/11/05,2014,https://images.pokemontcg.io/xy4/2.png,https://images.pokemontcg.io/xy4/2_hires.png,0.79,,1.1,0.44,0.57,0.79
col1-3,Dialga,Pokémon,Basic,Metal,100.0,3,Rare Holo,Ayaka Yoshida,col1,Call of Legends,HeartGold & SoulSilver,2011/02/09,2011,https://images.pokemontcg.io/col1/3.png,https://images.pokemontcg.io/col1/3_hires.png,,35.37,11.5,8.3,10.31,35.37
ex12-4,Delcatty,Pokémon,Stage 1,Colorless,80.0,4,Rare Holo,Naoyo Kimura,ex12,Legend Maker,EX,2006/02/01,2006,https://images.pokemontcg.io/ex12/4.png,https://images.pokemontcg.io/ex12/4_hires.png,,14.53,43.44,5.74,7.16,14.53
bw11-2,Tangrowth,Pokémon,Stage 1,Grass,120.0,2,Rare,Kagemaru Himeno,bw11,Legendary Treasures,Black & White,2013/11/06,2013,https://images.pokemontcg.io/bw11/2.png,https://images.pokemontcg.io/bw11/2_hires.png,0.35,,0.93,0.52,0.53,0.35
pl1-4,Delcatty,Pokémon,Stage 1,Colorless,90.0,4,Rare Holo,Mitsuhiro Arita,pl1,Platinum,Platinum,2009/02/11,2009,https://images.pokemontcg.io/pl1/4.png,https://images.pokemontcg.io/pl1/4_hires.png,,11.32,8.55,1.83,2.12,11.32
swsh35-3,Kakuna,Pokémon,Stage 1,Grass,80.0,3,Common,Miki Tanaka,swsh35,Champion's Path,Sword & Shield,2020/09/25,2020,https://images.pokemontcg.io/swsh35/3.png,https://images.pokemontcg.io/swsh35/3_hires.png,0.13,,0.29,0.06,0.07,0.13
base5-2,Dark Arbok,Pokémon,Stage 1,Grass,60.0,2,Rare Holo,Mitsuhiro Arita,base5,Team Rocket,Base,2000/04/24,2000,https://images.pokemontcg.io/base5/2.png,https://images.pokemontcg.io/base5/2_hires.png,,,,12.61,11.81,12.61
ecard2-H4,Azumarill,Pokémon,Stage 1,Water,70.0,H4,Rare Holo,Kagemaru Himeno,ecard2,Aquapolis,E-Card,2003/01/15,2003,https://images.pokemontcg.io/ecard2/H4.png,https://images.pokemontcg.io/ecard2/H4_hires.png,,,,64.37,70.09,64.37
neo4-2,Dark Crobat,Pokémon,Stage 2,Grass,70.0,2,Rare Holo,"Shin-ichi Yoshikawa, CR CG gangs",neo4,Neo Destiny,Neo,2002/02/28,2002,https://images.pokemontcg.io/neo4/2.png,https://images.pokemontcg.io/neo4/2_hires.png,,,,69.42,78.57,69.42
ex3-4,Flygon,Pokémon,Stage 2,Colorless,120.0,4,Rare Holo,Mitsuhiro Arita,ex3,Dragon,EX,2003/11/24,2003,https://images.pokemontcg.io/ex3/4.png,https://images.pokemontcg.io/ex3/4_hires.png,,65.44,53.47,17.96,13.36,65.44
xy2-4,Pineco,Pokémon,Basic,Grass,60.0,4,Common,Suwama Chiaki,xy2,Flashfire,XY,2014/05/07,2014,https://images.pokemontcg.io/xy2/4.png,https://images.pokemontcg.io/xy2/4_hires.png,0.17,,0.43,0.17,0.13,0.17
pop5-2,Lugia,Pokémon,Basic,Psychic,80.0,2,Rare,Mitsuhiro Arita,pop5,POP Series 5,POP,2007/03/01,2007,https://images.pokemontcg.io/pop5/2.png,https://images.pokemontcg.io/pop5/2_hires.png,95.15,147.5,,95.71,111.49,95.15
base6-2,Articuno,Pokémon,Basic,Water,70.0,2,Rare Holo,Mitsuhiro Arita,base6,Legendary Collection,Other,2002/05/24,2002,https://images.pokemontcg.io/base6/2.png,https://images.pokemontcg.io/base6/2_hires.png,,69.99,749.99,22.85,33.56,69.99
dv1-4,Dragonair,Pokémon,Stage 1,Dragon,70.0,4,Rare Holo,Kagemaru Himeno,dv1,Dragon Vault,Black & White,2012/10/05,2012,https://images.pokemontcg.io/dv1/4.png,https://images.pokemontcg.io/dv1/4_hires.png,,14.83,,9.92,8.82,14.83
ex11-4,Espeon δ,Pokémon,Stage 1,"Psychic, Metal",70.0,4,Rare Holo,Ryo Ueda,ex11,Delta Species,EX,2005/10/31,2005,https://images.pokemontcg.io/ex11/4.png,https://images.pokemontcg.io/ex11/4_hires.png,,262.87,213.47,87.35,65.62,262.87
dp4-2,Cresselia,Pokémon,Basic,Psychic,80.0,2,Rare Holo,Ryo Ueda,dp4,Great Encounters,Diamond & Pearl,2008/02/01,2008,https://images.pokemontcg.io/dp4/2.png,https://images.pokemontcg.io/dp4/2_hires.png,,17.65,18.7,2.85,2.72,17.65
dp1-2,Dusknoir,Pokémon,Stage 2,Psychic,120.0,2,Rare Holo,Takabon,dp1,Diamond & Pearl,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dp1/2.png,https://images.pokemontcg.io/dp1/2_hires.png,,13.03,8.64,1.69,2.91,13.03
gym2-3,Brock's Ninetales,Pokémon,Stage 1,Fire,70.0,3,Rare Holo,Ken Sugimori,gym2,Gym Challenge,Gym,2000/10/16,2000,https://images.pokemontcg.io/gym2/3.png,https://images.pokemontcg.io/gym2/3_hires.png,,,,89.2,51.86,89.2
pop1-2,Metagross,Pokémon,Stage 2,Metal,100.0,2,Rare,Ken Sugimori,pop1,POP Series 1,POP,2004/09/01,2004,https://images.pokemontcg.io/pop1/2.png,https://images.pokemontcg.io/pop1/2_hires.png,12.82,13.4,,15.03,24.99,12.82
si1-3,Onix,Pokémon,Basic,Fighting,90.0,3,,Keiko Fukuyama,si1,Southern Islands,Other,2001/07/31,2001,https://images.pokemontcg.io/si1/3.png,https://images.pokemontcg.io/si1/3_hires.png,56.18,,,45.08,34.07,56.18
dp3-4,Entei,Pokémon,Basic,Fire,80.0,4,Rare Holo,Ryo Ueda,dp3,Secret Wonders,Diamond & Pearl,2007/11/01,2007,https://images.pokemontcg.io/dp3/4.png,https://images.pokemontcg.io/dp3/4_hires.png,,40.67,32.12,4.07,6.4,40.67
base4-4,Charizard,Pokémon,Stage 2,Fire,120.0,4,Rare Holo,Mitsuhiro Arita,base4,Base Set 2,Base,2000/02/24,2000,https://images.pokemontcg.io/base4/4.png,https://images.pokemontcg.io/base4/4_hires.png,,492.61,,229.42,288.95,492.61
pl4-2,Froslass,Pokémon,Stage 1,Water,80.0,2,Rare Holo,TOKIYA,pl4,Arceus,Platinum,2009/11/04,2009,https://images.pokemontcg.io/pl4/2.png,https://images.pokemontcg.io/pl4/2_hires.png,,8.98,13.5,2.6,2.54,8.98
bw8-2,Grotle,Pokémon,Stage 1,Grass,100.0,2,Uncommon,Sumiyoshi Kizuki,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/2.png,https://images.pokemontcg.io/bw8/2_hires.png,0.47,,5.81,0.33,0.3,0.47
pop3-2,Flareon,Pokémon,Stage 1,Fire,70.0,2,Rare,Masakazu Fukuda,pop3,POP Series 3,POP,2006/04/01,2006,https://images.pokemontcg.io/pop3/2.png,https://images.pokemontcg.io/pop3/2_hires.png,22.62,39.07,,33.48,21.93,22.62
xy11-3,Hoppip,Pokémon,Basic,Grass,40.0,3,Common,Mina Nakai,xy11,Steam Siege,XY,2016/08/03,2016,https://images.pokemontcg.io/xy11/3.png,https://images.pokemontcg.io/xy11/3_hires.png,0.22,,0.46,0.07,0.08,0.22
sm3-2,Metapod,Pokémon,Stage 1,Grass,80.0,2,Uncommon,Suwama Chiaki,sm3,Burning Shadows,Sun & Moon,2017/08/05,2017,https://images.pokemontcg.io/sm3/2.png,https://images.pokemontcg.io/sm3/2_hires.png,0.22,,0.34,0.07,0.09,0.22
swsh1-2,Roselia,Pokémon,Basic,Grass,70.0,2,Common,sowsow,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/2.png,https://images.pokemontcg.io/swsh1/2_hires.png,0.15,,0.32,0.11,0.11,0.15
pop9-2,Manaphy,Pokémon,Basic,Water,70.0,2,Rare,Masakazu Fukuda,pop9,POP Series 9,POP,2009/03/01,2009,https://images.pokemontcg.io/pop9/2.png,https://images.pokemontcg.io/pop9/2_hires.png,4.29,9.59,,4.0,2.35,4.29
xy7-3,Vileplume,Pokémon,Stage 2,Grass,130.0,3,Rare,Midori Harada,xy7,Ancient Origins,XY,2015/08/12,2015,https://images.pokemontcg.io/xy7/3.png,https://images.pokemontcg.io/xy7/3_hires.png,0.58,,2.06,0.79,0.73,0.58
bw10-3,Lileep,Pokémon,Restored,Grass,80.0,3,Uncommon,Suwama Chiaki,bw10,Plasma Blast,Black & White,2013/08/14,2013,https://images.pokemontcg.io/bw10/3.png,https://images.pokemontcg.io/bw10/3_hires.png,0.66,,1.15,0.23,0.44,0.66
bw4-2,Seedot,Pokémon,Basic,Grass,40.0,2,Common,Kagemaru Himeno,bw4,Next Destinies,Black & White,2012/02/08,2012,https://images.pokemontcg.io/bw4/2.png,https://images.pokemontcg.io/bw4/2_hires.png,0.22,,0.63,0.19,0.16,0.22
sm9-4,Kakuna,Pokémon,Stage 1,Grass,80.0,4,Uncommon,Yuka Morii,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/4.png,https://images.pokemontcg.io/sm9/4_hires.png,0.65,,2.8,0.26,0.31,0.65
hgss4-4,Drapion,Pokémon,Stage 1,Darkness,100.0,4,Rare Holo,Sumiyoshi Kizuki,hgss4,HS—Triumphant,HeartGold & SoulSilver,2010/11/03,2010,https://images.pokemontcg.io/hgss4/4.png,https://images.pokemontcg.io/hgss4/4_hires.png,,3.27,6.24,4.15,2.36,3.27
ex13-3,Deoxys δ,Pokémon,Basic,Darkness,70.0,3,Rare Holo,Mitsuhiro Arita,ex13,Holon Phantoms,EX,2006/05/01,2006,https://images.pokemontcg.io/ex13/3.png,https://images.pokemontcg.io/ex13/3_hires.png,,81.65,148.31,27.44,16.92,81.65
sm5-2,Yanma,Pokémon,Basic,Grass,70.0,2,Common,Akira Komayama,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/2.png,https://images.pokemontcg.io/sm5/2_hires.png,0.09,,0.32,0.08,0.03,0.09
sm75-1,Charmander,Pokémon,Basic,Fire,70.0,1,Common,tetsuya koizumi,sm75,Dragon Majesty,Sun & Moon,2018/09/07,2018,https://images.pokemontcg.io/sm75/1.png,https://images.pokemontcg.io/sm75/1_hires.png,5.06,,26.63,2.8,2.31,5.06
ex10-1,Ampharos,Pokémon,Stage 2,Lightning,120.0,1,Rare Holo,Kyoko Umemoto,ex10,Unseen Forces,EX,2005/08/01,2005,https://images.pokemontcg.io/ex10/1.png,https://images.pokemontcg.io/ex10/1_hires.png,,103.69,109.99,12.91,7.45,103.69
bw6-1,Hoppip,Pokémon,Basic,Grass,30.0,1,Common,Kouki Saitou,bw6,Dragons Exalted,Black & White,2012/08/15,2012,https://images.pokemontcg.io/bw6/1.png,https://images.pokemontcg.io/bw6/1_hires.png,0.33,,0.98,0.2,0.2,0.33
si1-4,Togepi,Pokémon,Basic,Colorless,40.0,4,,Keiko Fukuyama,si1,Southern Islands,Other,2001/07/31,2001,https://images.pokemontcg.io/si1/4.png,https://images.pokemontcg.io/si1/4_hires.png,,,196.49,82.28,87.64,196.49
bw5-3,Venusaur,Pokémon,Stage 2,Grass,140.0,3,Rare Holo,Masakazu Fukuda,bw5,Dark Explorers,Black & White,2012/05/09,2012,https://images.pokemontcg.io/bw5/3.png,https://images.pokemontcg.io/bw5/3_hires.png,,15.4,38.08,5.89,6.62,15.4
dp1-3,Electivire,Pokémon,Stage 1,Lightning,100.0,3,Rare Holo,Nakaoka,dp1,Diamond & Pearl,Diamond & Pearl,2007/05/01,2007,https://images.pokemontcg.io/dp1/3.png,https://images.pokemontcg.io/dp1/3_hires.png,,17.75,11.69,26.3,45.0,17.75
xy11-4,Skiploom,Pokémon,Stage 1,Grass,70.0,4,Uncommon,Eri Yamaki,xy11,Steam Siege,XY,2016/08/03,2016,https://images.pokemontcg.io/xy11/4.png,https://images.pokemontcg.io/xy11/4_hires.png,0.21,,0.46,0.13,0.19,0.21
hgss4-5,Mamoswine,Pokémon,Stage 2,Water,140.0,5,Rare Holo,Kagemaru Himeno,hgss4,HS—Triumphant,HeartGold & SoulSilver,2010/11/03,2010,https://images.pokemontcg.io/hgss4/5.png,https://images.pokemontcg.io/hgss4/5_hires.png,,3.68,4.1,3.05,3.05,3.68
sm12-3,Gloom,Pokémon,Stage 1,Grass,80.0,3,Uncommon,sui,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/3.png,https://images.pokemontcg.io/sm12/3_hires.png,0.24,,0.86,0.07,0.09,0.24
ex7-4,Dark Electrode,Pokémon,Stage 1,"Lightning, Darkness",70.0,4,Rare Holo,Kouki Saitou,ex7,Team Rocket Returns,EX,2004/11/01,2004,https://images.pokemontcg.io/ex7/4.png,https://images.pokemontcg.io/ex7/4_hires.png,36.75,87.25,41.69,25.41,34.95,36.75
sm5-3,Yanmega,Pokémon,Stage 1,Grass,120.0,3,Uncommon,SATOSHI NAKAI,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/3.png,https://images.pokemontcg.io/sm5/3_hires.png,0.05,,0.32,0.11,0.1,0.05
swsh1-3,Roselia,Pokémon,Basic,Grass,70.0,3,Common,Naoyo Kimura,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/3.png,https://images.pokemontcg.io/swsh1/3_hires.png,0.1,,0.26,0.05,0.06,0.1
pl3-4,Electivire FB,Pokémon,"Basic, SP",Lightning,90.0,4,Rare Holo,Hironobu Yoshida,pl3,Supreme Victors,Platinum,2009/08/19,2009,https://images.pokemontcg.io/pl3/4.png,https://images.pokemontcg.io/pl3/4_hires.png,,26.41,13.54,3.97,4.81,26.41
hgss1-5,Hitmontop,Pokémon,Basic,Fighting,60.0,5,Rare Holo,Ken Sugimori,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,2010,https://images.pokemontcg.io/hgss1/5.png,https://images.pokemontcg.io/hgss1/5_hires.png,,8.22,6.21,3.32,3.69,8.22
ex12-5,Gengar,Pokémon,Stage 2,Psychic,100.0,5,Rare Holo,Kouki Saitou,ex12,Legend Maker,EX,2006/02/01,2006,https://images.pokemontcg.io/ex12/5.png,https://images.pokemontcg.io/ex12/5_hires.png,,165.17,225.0,47.33,38.36,165.17
pl4-3,Heatran,Pokémon,Basic,Fire,100.0,3,Rare Holo,Keiko Moritsugu,pl4,Arceus,Platinum,2009/11/04,2009,https://images.pokemontcg.io/pl4/3.png,https://images.pokemontcg.io/pl4/3_hires.png,,3.2,3.5,1.77,2.28,3.2
