card_id,name,number,rarity,types,set.name,set.release_date,images.large,prices.cardmarket_trend,prices.tcgplayer_variants.holofoil.market
ex11-5,Flareon δ,5,Rare Holo,"Fire, Metal",Delta Species,2005/10/31,https://images.pokemontcg.io/ex11/5_hires.png,58.44,159.74
ex4-3,Team Aqua's Kyogre,3,Rare Holo,"Water, Darkness",Team Magma vs Team Aqua,2004/03/01,https://images.pokemontcg.io/ex4/3_hires.png,4.46,228.3
base3-5,Gengar,5,Rare Holo,Psychic,Fossil,1999/10/10,https://images.pokemontcg.io/base3/5_hires.png,199.45,
dv1-5,Dragonite,5,Rare Holo,Dragon,Dragon Vault,2012/10/05,https://images.pokemontcg.io/dv1/5_hires.png,46.39,33.75
dp4-3,Darkrai,3,Rare Holo,Darkness,Great Encounters,2008/02/01,https://images.pokemontcg.io/dp4/3_hires.png,3.8,46.6
dp3-5,Flygon,5,Rare Holo,Fighting,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/5_hires.png,2.25,14.87
bw1-3,Servine,3,Uncommon,Grass,Black & White,2011/04/25,https://images.pokemontcg.io/bw1/3_hires.png,0.21,
ecard2-H5,Bellossom,H5,Rare Holo,Grass,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H5_hires.png,46.33,
pop1-3,Rayquaza,3,Rare,Colorless,POP Series 1,2004/09/01,https://images.pokemontcg.io/pop1/3_hires.png,87.45,141.16
gym2-4,Erika's Venusaur,4,Rare Holo,Grass,Gym Challenge,2000/10/16,https://images.pokemontcg.io/gym2/4_hires.png,114.91,
xy4-3,Yanma,3,Common,Grass,Phantom Forces,2014/11/05,https://images.pokemontcg.io/xy4/3_hires.png,0.12,
ex10-2,Ariados,2,Rare Holo,Grass,Unseen Forces,2005/08/01,https://images.pokemontcg.io/ex10/2_hires.png,13.22,20.77
xy7-4,Bellossom,4,Uncommon,Grass,Ancient Origins,2015/08/12,https://images.pokemontcg.io/xy7/4_hires.png,0.38,
pl1-5,Dialga,5,Rare Holo,Metal,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/5_hires.png,6.41,19.16
pop3-3,Jolteon,3,Rare,Lightning,POP Series 3,2006/04/01,https://images.pokemontcg.io/pop3/3_hires.png,23.14,40.37
ex8-3,Breloom,3,Rare Holo,Fighting,Deoxys,2005/02/01,https://images.pokemontcg.io/ex8/3_hires.png,7.94,30.37
basep-2,Electabuzz,2,Promo,Lightning,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/2_hires.png,7.0,
base6-3,Charizard,3,Rare Holo,Fire,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/3_hires.png,236.55,429.57
bw4-3,Kricketot,3,Common,Grass,Next Destinies,2012/02/08,https://images.pokemontcg.io/bw4/3_hires.png,0.13,
hgss2-2,Magmortar,2,Rare Holo,Fire,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/2_hires.png,2.82,6.53
bw11-3,Shuckle,3,Uncommon,Grass,Legendary Treasures,2013/11/06,https://images.pokemontcg.io/bw11/3_hires.png,3.32,
pop7-4,Latios,4,Rare,Colorless,POP Series 7,2008/03/01,https://images.pokemontcg.io/pop7/4_hires.png,6.86,28.49
ru1-4,Heatran,4,,Fire,Pokémon Rumble,2009/12/02,https://images.pokemontcg.io/ru1/4_hires.png,25.6,
neo3-2,Blissey,2,Rare Holo,Colorless,Neo Revelation,2001/09/21,https://images.pokemontcg.io/neo3/2_hires.png,50.12,
mcd19-5,Lapras,5,,Water,McDonald's Collection 2019,2019/10/15,https://images.pokemontcg.io/mcd19/5_hires.png,4.41,17.42
sm8-2,Tangrowth,2,Rare,Grass,Lost Thunder,2018/11/02,https://images.pokemontcg.io/sm8/2_hires.png,0.34,
sm75-2,Charmeleon,2,Uncommon,Fire,Dragon Majesty,2018/09/07,https://images.pokemontcg.io/sm75/2_hires.png,1.0,
sm9-5,Beedrill,5,Rare,Grass,Team Up,2019/02/01,https://images.pokemontcg.io/sm9/5_hires.png,0.45,
bw6-2,Skiploom,2,Uncommon,Grass,Dragons Exalted,2012/08/15,https://images.pokemontcg.io/bw6/2_hires.png,0.26,
neo4-3,Dark Donphan,3,Rare Holo,Fighting,Neo Destiny,2002/02/28,https://images.pokemontcg.io/neo4/3_hires.png,35.43,
bw7-3,Vileplume,3,Rare Holo,Grass,Boundaries Crossed,2012/11/07,https://images.pokemontcg.io/bw7/3_hires.png,1.24,4.36
swsh35-4,Beedrill,4,Uncommon,Grass,Champion's Path,2020/09/25,https://images.pokemontcg.io/swsh35/4_hires.png,0.11,
pop9-3,Raichu,3,Rare,Lightning,POP Series 9,2009/03/01,https://images.pokemontcg.io/pop9/3_hires.png,18.45,
dpp-DP03,Piplup,DP03,Promo,Water,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP03_hires.png,,32.99
xy10-2,Burmy,2,Common,Grass,Fates Collide,2016/05/02,https://images.pokemontcg.io/xy10/2_hires.png,0.07,
sm115-4,Paras,4,Common,Grass,Hidden Fates,2019/08/23,https://images.pokemontcg.io/sm115/4_hires.png,0.06,
base1-2,Blastoise,2,Rare Holo,Water,Base,1999/01/09,https://images.pokemontcg.io/base1/2_hires.png,126.21,227.14
sm3-3,Butterfree,3,Rare,Grass,Burning Shadows,2017/08/05,https://images.pokemontcg.io/sm3/3_hires.png,0.34,
xy2-5,Seedot,5,Common,Grass,Flashfire,2014/05/07,https://images.pokemontcg.io/xy2/5_hires.png,0.11,
xy1-3,Weedle,3,Common,Grass,XY,2014/02/05,https://images.pokemontcg.io/xy1/3_hires.png,0.09,
ex14-2,Blastoise δ,2,Rare Holo,"Fighting, Metal",Crystal Guardians,2006/08/01,https://images.pokemontcg.io/ex14/2_hires.png,43.37,261.12
det1-5,Charizard,5,Rare Ultra,Fire,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/5_hires.png,9.1,13.28
pl1-6,Dialga,6,Rare Holo,Metal,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/6_hires.png,7.27,23.24
dpp-DP04,Pachirisu,DP04,Promo,Lightning,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP04_hires.png,,23.31
xy5-5,Tangrowth,5,Rare,Grass,Primal Clash,2015/02/04,https://images.pokemontcg.io/xy5/5_hires.png,0.38,
pop6-5,Rampardos,5,Rare,Fighting,POP Series 6,2007/09/01,https://images.pokemontcg.io/pop6/5_hires.png,2.34,
xy2-6,Nuzleaf,6,Uncommon,Grass,Flashfire,2014/05/07,https://images.pokemontcg.io/xy2/6_hires.png,0.21,
ex14-3,Camerupt,3,Rare Holo,Fire,Crystal Guardians,2006/08/01,https://images.pokemontcg.io/ex14/3_hires.png,3.9,11.27
dv1-6,Bagon,6,Rare Holo,Dragon,Dragon Vault,2012/10/05,https://images.pokemontcg.io/dv1/6_hires.png,14.39,2.28
ex8-4,Camerupt,4,Rare Holo,Fire,Deoxys,2005/02/01,https://images.pokemontcg.io/ex8/4_hires.png,6.24,33.66
dp4-4,Darkrai,4,Rare Holo,Darkness,Great Encounters,2008/02/01,https://images.pokemontcg.io/dp4/4_hires.png,3.58,36.19
pop4-4,Mew,4,Rare,Psychic,POP Series 4,2006/08/01,https://images.pokemontcg.io/pop4/4_hires.png,52.6,100.0
neo3-3,Celebi,3,Rare Holo,Psychic,Neo Revelation,2001/09/21,https://images.pokemontcg.io/neo3/3_hires.png,114.88,
sm9-6,Paras,6,Common,Grass,Team Up,2019/02/01,https://images.pokemontcg.io/sm9/6_hires.png,0.08,
sm8-3,Scyther,3,Common,Grass,Lost Thunder,2018/11/02,https://images.pokemontcg.io/sm8/3_hires.png,0.19,
hgss2-3,Manaphy,3,Rare Holo,Water,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/3_hires.png,2.37,13.0
base5-3,Dark Blastoise,3,Rare Holo,Water,Team Rocket,2000/04/24,https://images.pokemontcg.io/base5/3_hires.png,255.08,
dp1-4,Empoleon,4,Rare Holo,Water,Diamond & Pearl,2007/05/01,https://images.pokemontcg.io/dp1/4_hires.png,3.69,19.86
base3-6,Haunter,6,Rare Holo,Psychic,Fossil,1999/10/10,https://images.pokemontcg.io/base3/6_hires.png,27.99,
neo4-4,Dark Espeon,4,Rare Holo,Psychic,Neo Destiny,2002/02/28,https://images.pokemontcg.io/neo4/4_hires.png,296.95,
sm2-3,Victreebel,3,Rare,Grass,Guardians Rising,2017/05/05,https://images.pokemontcg.io/sm2/3_hires.png,0.26,
bw10-5,Tropius,5,Uncommon,Grass,Plasma Blast,2013/08/14,https://images.pokemontcg.io/bw10/5_hires.png,0.44,
pop9-4,Regigigas,4,Rare,Colorless,POP Series 9,2009/03/01,https://images.pokemontcg.io/pop9/4_hires.png,3.78,6.63
ex11-6,Gardevoir δ,6,Rare Holo,"Psychic, Metal",Delta Species,2005/10/31,https://images.pokemontcg.io/ex11/6_hires.png,27.39,121.74
hgss4-6,Nidoking,6,Rare Holo,Fighting,HS—Triumphant,2010/11/03,https://images.pokemontcg.io/hgss4/6_hires.png,3.53,12.31
ex10-3,Bellossom,3,Rare Holo,Grass,Unseen Forces,2005/08/01,https://images.pokemontcg.io/ex10/3_hires.png,9.1,28.84
si1-5,Ivysaur,5,,Grass,Southern Islands,2001/07/31,https://images.pokemontcg.io/si1/5_hires.png,38.75,
bw11-4,Cherubi,4,Uncommon,Grass,Legendary Treasures,2013/11/06,https://images.pokemontcg.io/bw11/4_hires.png,0.71,
swsh1-4,Roserade,4,Rare,Grass,Sword & Shield,2020/02/07,https://images.pokemontcg.io/swsh1/4_hires.png,0.35,
bw7-4,Bellossom,4,Rare,Grass,Boundaries Crossed,2012/11/07,https://images.pokemontcg.io/bw7/4_hires.png,0.48,
bw8-3,Torterra,3,Rare,Grass,Plasma Storm,2013/02/06,https://images.pokemontcg.io/bw8/3_hires.png,3.81,
ex7-5,Dark Houndoom,5,Rare Holo,"Fire, Darkness",Team Rocket Returns,2004/11/01,https://images.pokemontcg.io/ex7/5_hires.png,40.89,93.37
xy10-3,Wormadam,3,Uncommon,Grass,Fates Collide,2016/05/02,https://images.pokemontcg.io/xy10/3_hires.png,0.1,
base1-3,Chansey,3,Rare Holo,Colorless,Base,1999/01/09,https://images.pokemontcg.io/base1/3_hires.png,36.09,62.84
sm115-5,Scyther,5,Uncommon,Grass,Hidden Fates,2019/08/23,https://images.pokemontcg.io/sm115/5_hires.png,0.1,
sm75-3,Charizard,3,Rare Holo,Fire,Dragon Majesty,2018/09/07,https://images.pokemontcg.io/sm75/3_hires.png,5.14,14.34
xy11-5,Jumpluff,5,Rare,Grass,Steam Siege,2016/08/03,https://images.pokemontcg.io/xy11/5_hires.png,0.31,
det1-6,Arcanine,6,Rare,Fire,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/6_hires.png,2.56,4.38
ex9-5,Groudon,5,Rare Holo,Fighting,Emerald,2005/05/01,https://images.pokemontcg.io/ex9/5_hires.png,19.36,68.39
pop1-4,Sceptile,4,Rare,Grass,POP Series 1,2004/09/01,https://images.pokemontcg.io/pop1/4_hires.png,24.35,30.6
bw9-2,Kakuna,2,Uncommon,Grass,Plasma Freeze,2013/05/08,https://images.pokemontcg.io/bw9/2_hires.png,0.13,
pop3-4,Minun,4,Rare,Lightning,POP Series 3,2006/04/01,https://images.pokemontcg.io/pop3/4_hires.png,21.11,45.81
ex12-6,Golem,6,Rare Holo,Fighting,Legend Maker,2006/02/01,https://images.pokemontcg.io/ex12/6_hires.png,15.8,12.09
bw4-4,Kricketune,4,Uncommon,Grass,Next Destinies,2012/02/08,https://images.pokemontcg.io/bw4/4_hires.png,0.16,
base6-4,Dark Blastoise,4,Rare Holo,Water,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/4_hires.png,52.18,145.99
basep-3,Mewtwo,3,Promo,Psychic,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/3_hires.png,17.41,
dp3-6,Gallade,6,Rare Holo,Fighting,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/6_hires.png,4.0,14.84
hgss1-6,Jumpluff,6,Rare Holo,Grass,HeartGold & SoulSilver,2010/02/10,https://images.pokemontcg.io/hgss1/6_hires.png,3.98,8.71
mcd19-6,Pikachu,6,,Lightning,McDonald's Collection 2019,2019/10/15,https://images.pokemontcg.io/mcd19/6_hires.png,8.64,36.6
sm12-4,Vileplume-GX,4,Rare Holo GX,Grass,Cosmic Eclipse,2019/11/01,https://images.pokemontcg.io/sm12/4_hires.png,15.36,22.36
pop7-5,Mothim,5,Rare,Grass,POP Series 7,2008/03/01,https://images.pokemontcg.io/pop7/5_hires.png,4.27,2.81
swsh35-5,Eldegoss V,5,Rare Holo V,Grass,Champion's Path,2020/09/25,https://images.pokemontcg.io/swsh35/5_hires.png,1.27,0.95
ex4-4,Team Aqua's Manectric,4,Rare Holo,"Lightning, Darkness",Team Magma vs Team Aqua,2004/03/01,https://images.pokemontcg.io/ex4/4_hires.png,11.2,45.99
sm5-4,Roselia,4,Common,Grass,Ultra Prism,2018/02/02,https://images.pokemontcg.io/sm5/4_hires.png,0.04,
bw6-3,Jumpluff,3,Rare,Grass,Dragons Exalted,2012/08/15,https://images.pokemontcg.io/bw6/3_hires.png,0.79,
ecard2-H6,Blissey,H6,Rare Holo,Colorless,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H6_hires.png,55.63,
ru1-5,Starmie,5,,Water,Pokémon Rumble,2009/12/02,https://images.pokemontcg.io/ru1/5_hires.png,41.07,
pl4-4,Kabutops,4,Rare Holo,Fighting,Arceus,2009/11/04,https://images.pokemontcg.io/pl4/4_hires.png,6.13,17.89
hgss2-4,Metagross,4,Rare Holo,Psychic,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/4_hires.png,3.72,15.88
dv1-7,Shelgon,7,Rare Holo,Dragon,Dragon Vault,2012/10/05,https://images.pokemontcg.io/dv1/7_hires.png,2.09,1.93
col1-4,Espeon,4,Rare Holo,Psychic,Call of Legends,2011/02/09,https://images.pokemontcg.io/col1/4_hires.png,48.33,51.29
gym1-4,Erika's Dragonair,4,Rare Holo,Colorless,Gym Heroes,2000/08/14,https://images.pokemontcg.io/gym1/4_hires.png,87.29,
sm8-4,Pinsir,4,Uncommon,Grass,Lost Thunder,2018/11/02,https://images.pokemontcg.io/sm8/4_hires.png,0.26,
bw5-4,Scyther,4,Uncommon,Grass,Dark Explorers,2012/05/09,https://images.pokemontcg.io/bw5/4_hires.png,31.6,
xy5-6,Treecko,6,Common,Grass,Primal Clash,2015/02/04,https://images.pokemontcg.io/xy5/6_hires.png,0.26,
mcd19-7,Gastly,7,,Psychic,McDonald's Collection 2019,2019/10/15,https://images.pokemontcg.io/mcd19/7_hires.png,3.48,15.02
gym2-5,Giovanni's Gyarados,5,Rare Holo,Water,Gym Challenge,2000/10/16,https://images.pokemontcg.io/gym2/5_hires.png,103.92,
sm3-4,Oddish,4,Common,Grass,Burning Shadows,2017/08/05,https://images.pokemontcg.io/sm3/4_hires.png,0.76,
ex13-4,Deoxys δ,4,Rare Holo,Metal,Holon Phantoms,2006/05/01,https://images.pokemontcg.io/ex13/4_hires.png,14.58,60.92
sm115-6,Pinsir-GX,6,Rare Holo GX,Grass,Hidden Fates,2019/08/23,https://images.pokemontcg.io/sm115/6_hires.png,1.42,1.47
xy7-5,Spinarak,5,Common,Grass,Ancient Origins,2015/08/12,https://images.pokemontcg.io/xy7/5_hires.png,0.02,
xy2-7,Shiftry,7,Rare Holo,Grass,Flashfire,2014/05/07,https://images.pokemontcg.io/xy2/7_hires.png,1.08,0.53
base4-5,Clefable,5,Rare Holo,Colorless,Base Set 2,2000/02/24,https://images.pokemontcg.io/base4/5_hires.png,14.72,33.62
xy1-4,Kakuna,4,Uncommon,Grass,XY,2014/02/05,https://images.pokemontcg.io/xy1/4_hires.png,0.19,
xy11-6,Yanma,6,Common,Grass,Steam Siege,2016/08/03,https://images.pokemontcg.io/xy11/6_hires.png,0.06,
ex12-7,Kabutops,7,Rare Holo,Fighting,Legend Maker,2006/02/01,https://images.pokemontcg.io/ex12/7_hires.png,9.65,47.37
pl4-5,Luxray,5,Rare Holo,Lightning,Arceus,2009/11/04,https://images.pokemontcg.io/pl4/5_hires.png,1.75,7.13
xy4-4,Yanmega,4,Rare,Grass,Phantom Forces,2014/11/05,https://images.pokemontcg.io/xy4/4_hires.png,0.44,
hgss1-7,Ninetales,7,Rare Holo,Fire,HeartGold & SoulSilver,2010/02/10,https://images.pokemontcg.io/hgss1/7_hires.png,20.16,49.22
bw7-5,Tangela,5,Common,Grass,Boundaries Crossed,2012/11/07,https://images.pokemontcg.io/bw7/5_hires.png,0.24,
dp3-7,Gardevoir,7,Rare Holo,Psychic,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/7_hires.png,13.18,61.29
bw1-4,Servine,4,Uncommon,Grass,Black & White,2011/04/25,https://images.pokemontcg.io/bw1/4_hires.png,0.4,
base3-7,Hitmonlee,7,Rare Holo,Fighting,Fossil,1999/10/10,https://images.pokemontcg.io/base3/7_hires.png,36.64,
base6-5,Dark Dragonite,5,Rare Holo,Colorless,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/5_hires.png,71.25,243.11
sm5-5,Roserade,5,Rare,Grass,Ultra Prism,2018/02/02,https://images.pokemontcg.io/sm5/5_hires.png,0.32,
bw10-6,Karrablast,6,Common,Grass,Plasma Blast,2013/08/14,https://images.pokemontcg.io/bw10/6_hires.png,0.16,
basep-4,Pikachu,4,Promo,Lightning,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/4_hires.png,23.21,
pop7-6,Delibird,6,Uncommon,Water,POP Series 7,2008/03/01,https://images.pokemontcg.io/pop7/6_hires.png,6.48,
si1-6,Raticate,6,,Colorless,Southern Islands,2001/07/31,https://images.pokemontcg.io/si1/6_hires.png,22.45,
det1-7,Psyduck,7,Common,Water,Detective Pikachu,2019/04/05,https://images.pokemontcg.io/det1/7_hires.png,0.4,1.47
dp1-5,Infernape,5,Rare Holo,Fire,Diamond & Pearl,2007/05/01,https://images.pokemontcg.io/dp1/5_hires.png,2.4,28.01
pop3-5,Plusle,5,Rare,Lightning,POP Series 3,2006/04/01,https://images.pokemontcg.io/pop3/5_hires.png,27.32,45.37
ex7-6,Dark Hypno,6,Rare Holo,"Psychic, Darkness",Team Rocket Returns,2004/11/01,https://images.pokemontcg.io/ex7/6_hires.png,24.05,64.29
pop9-5,Rotom,5,Rare,Lightning,POP Series 9,2009/03/01,https://images.pokemontcg.io/pop9/5_hires.png,3.26,6.02
ex10-4,Feraligatr,4,Rare Holo,Water,Unseen Forces,2005/08/01,https://images.pokemontcg.io/ex10/4_hires.png,12.64,122.24
hgss4-7,Porygon-Z,7,Rare Holo,Colorless,HS—Triumphant,2010/11/03,https://images.pokemontcg.io/hgss4/7_hires.png,2.82,8.51
neo3-4,Crobat,4,Rare Holo,Grass,Neo Revelation,2001/09/21,https://images.pokemontcg.io/neo3/4_hires.png,56.12,
sm2-4,Petilil,4,Common,Grass,Guardians Rising,2017/05/05,https://images.pokemontcg.io/sm2/4_hires.png,0.06,
ex4-5,Team Aqua's Sharpedo,5,Rare Holo,"Water, Darkness",Team Magma vs Team Aqua,2004/03/01,https://images.pokemontcg.io/ex4/5_hires.png,7.41,61.57
base1-4,Charizard,4,Rare Holo,Fire,Base,1999/01/09,https://images.pokemontcg.io/base1/4_hires.png,4184.6,897.19
pl3-5,Garchomp,5,Rare Holo,Colorless,Supreme Victors,2009/08/19,https://images.pokemontcg.io/pl3/5_hires.png,114.02,46.23
pl1-7,Dialga G,7,Rare Holo,Metal,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/7_hires.png,10.64,18.61
dpp-DP05,Tropical Wind,DP05,Promo,,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP05_hires.png,,
pop4-5,Sceptile,5,Rare,Grass,POP Series 4,2006/08/01,https://images.pokemontcg.io/pop4/5_hires.png,160.78,
neo4-5,Dark Feraligatr,5,Rare Holo,Water,Neo Destiny,2002/02/28,https://images.pokemontcg.io/neo4/5_hires.png,155.05,
pop5-3,Mew δ,3,Rare,Fire,POP Series 5,2007/03/01,https://images.pokemontcg.io/pop5/3_hires.png,882.47,507.21
base5-4,Dark Charizard,4,Rare Holo,Fire,Team Rocket,2000/04/24,https://images.pokemontcg.io/base5/4_hires.png,128.69,
bw11-5,Carnivine,5,Uncommon,Grass,Legendary Treasures,2013/11/06,https://images.pokemontcg.io/bw11/5_hires.png,0.37,
sm1-3,Butterfree,3,Rare,Grass,Sun & Moon,2017/02/03,https://images.pokemontcg.io/sm1/3_hires.png,0.35,
ecard2-H7,Electrode,H7,Rare Holo,Lightning,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H7_hires.png,42.29,
swsh35-6,Vulpix,6,Common,Fire,Champion's Path,2020/09/25,https://images.pokemontcg.io/swsh35/6_hires.png,0.1,
pop1-5,Swampert,5,Rare,Water,POP Series 1,2004/09/01,https://images.pokemontcg.io/pop1/5_hires.png,14.54,45.54
xy10-4,Mothim,4,Rare,Grass,Fates Collide,2016/05/02,https://images.pokemontcg.io/xy10/4_hires.png,0.27,
bw9-3,Beedrill,3,Rare,Grass,Plasma Freeze,2013/05/08,https://images.pokemontcg.io/bw9/3_hires.png,0.59,
ex9-6,Kyogre,6,Rare Holo,Water,Emerald,2005/05/01,https://images.pokemontcg.io/ex9/6_hires.png,11.48,70.23
bw6-4,Yanma,4,Common,Grass,Dragons Exalted,2012/08/15,https://images.pokemontcg.io/bw6/4_hires.png,0.27,
ex3-6,Grumpig,6,Rare Holo,Psychic,Dragon,2003/11/24,https://images.pokemontcg.io/ex3/6_hires.png,8.68,18.22
neo4-6,Dark Gengar,6,Rare Holo,Psychic,Neo Destiny,2002/02/28,https://images.pokemontcg.io/neo4/6_hires.png,243.9,
dpp-DP06,Buneary,DP06,Promo,Colorless,DP Black Star Promos,2007/05/01,https://images.pokemontcg.io/dpp/DP06_hires.png,,9.23
ru1-6,Gyarados,6,,Water,Pokémon Rumble,2009/12/02,https://images.pokemontcg.io/ru1/6_hires.png,170.05,
ex10-5,Flareon,5,Rare Holo,Fire,Unseen Forces,2005/08/01,https://images.pokemontcg.io/ex10/5_hires.png,68.73,88.28
ecard2-H8,Entei,H8,Rare Holo,Fire,Aquapolis,2003/01/15,https://images.pokemontcg.io/ecard2/H8_hires.png,69.38,
base5-5,Dark Dragonite,5,Rare Holo,Colorless,Team Rocket,2000/04/24,https://images.pokemontcg.io/base5/5_hires.png,1474.7,
gym2-6,Giovanni's Machamp,6,Rare Holo,Fighting,Gym Challenge,2000/10/16,https://images.pokemontcg.io/gym2/6_hires.png,72.75,
hgss2-5,Mismagius,5,Rare Holo,Psychic,HS—Unleashed,2010/05/12,https://images.pokemontcg.io/hgss2/5_hires.png,3.48,6.73
col1-5,Forretress,5,Rare Holo,Metal,Call of Legends,2011/02/09,https://images.pokemontcg.io/col1/5_hires.png,3.51,5.7
dv1-8,Salamence,8,Rare Holo,Dragon,Dragon Vault,2012/10/05,https://images.pokemontcg.io/dv1/8_hires.png,5.42,6.17
sm3-5,Gloom,5,Uncommon,Grass,Burning Shadows,2017/08/05,https://images.pokemontcg.io/sm3/5_hires.png,0.12,
pop6-6,Drifloon,6,Uncommon,Psychic,POP Series 6,2007/09/01,https://images.pokemontcg.io/pop6/6_hires.png,35.06,
basep-5,Dragonite,5,Promo,Colorless,Wizards Black Star Promos,1999/07/01,https://images.pokemontcg.io/basep/5_hires.png,17.21,
si1-7,Ledyba,7,,Grass,Southern Islands,2001/07/31,https://images.pokemontcg.io/si1/7_hires.png,29.06,
mcd19-8,Mankey,8,,Fighting,McDonald's Collection 2019,2019/10/15,https://images.pokemontcg.io/mcd19/8_hires.png,2.32,8.0
pl1-8,Gardevoir,8,Rare Holo,Psychic,Platinum,2009/02/11,https://images.pokemontcg.io/pl1/8_hires.png,3.11,47.9
bw4-5,Shaymin-EX,5,Rare Holo EX,Grass,Next Destinies,2012/02/08,https://images.pokemontcg.io/bw4/5_hires.png,6.74,11.01
pop7-7,Flaaffy,7,Uncommon,Lightning,POP Series 7,2008/03/01,https://images.pokemontcg.io/pop7/7_hires.png,11.91,
xy5-7,Grovyle,7,Uncommon,Grass,Primal Clash,2015/02/04,https://images.pokemontcg.io/xy5/7_hires.png,0.9,
sm2-5,Lilligant,5,Rare,Grass,Guardians Rising,2017/05/05,https://images.pokemontcg.io/sm2/5_hires.png,0.19,
bw11-6,Snivy,6,Common,Grass,Legendary Treasures,2013/11/06,https://images.pokemontcg.io/bw11/6_hires.png,0.46,
xy7-6,Ariados,6,Uncommon,Grass,Ancient Origins,2015/08/12,https://images.pokemontcg.io/xy7/6_hires.png,0.13,
ex11-7,Jolteon δ,7,Rare Holo,"Lightning, Metal",Delta Species,2005/10/31,https://images.pokemontcg.io/ex11/7_hires.png,64.35,169.23
sm75-4,Torchic,4,Common,Fire,Dragon Majesty,2018/09/07,https://images.pokemontcg.io/sm75/4_hires.png,0.2,
bw9-4,Exeggcute,4,Uncommon,Grass,Plasma Freeze,2013/05/08,https://images.pokemontcg.io/bw9/4_hires.png,2.26,
pop1-6,Beautifly,6,Uncommon,Grass,POP Series 1,2004/09/01,https://images.pokemontcg.io/pop1/6_hires.png,4.93,
ex12-8,Lapras,8,Rare Holo,Water,Legend Maker,2006/02/01,https://images.pokemontcg.io/ex12/8_hires.png,13.58,53.24
swsh1-5,Cottonee,5,Common,Grass,Sword & Shield,2020/02/07,https://images.pokemontcg.io/swsh1/5_hires.png,0.07,
bw6-5,Yanmega,5,Rare,Grass,Dragons Exalted,2012/08/15,https://images.pokemontcg.io/bw6/5_hires.png,0.69,
base6-6,Dark Persian,6,Rare Holo,Colorless,Legendary Collection,2002/05/24,https://images.pokemontcg.io/base6/6_hires.png,17.03,36.94
bw8-4,Combee,4,Common,Grass,Plasma Storm,2013/02/06,https://images.pokemontcg.io/bw8/4_hires.png,0.21,
dp4-5,Pachirisu,5,Rare Holo,Lightning,Great Encounters,2008/02/01,https://images.pokemontcg.io/dp4/5_hires.png,4.65,21.99
xy1-5,Beedrill,5,Rare,Grass,XY,2014/02/05,https://images.pokemontcg.io/xy1/5_hires.png,0.88,
pl4-6,Mothim,6,Rare Holo,Grass,Arceus,2009/11/04,https://images.pokemontcg.io/pl4/6_hires.png,2.08,3.82
base3-8,Hypno,8,Rare Holo,Psychic,Fossil,1999/10/10,https://images.pokemontcg.io/base3/8_hires.png,25.16,
dp3-8,Gastrodon East Sea,8,Rare Holo,Water,Secret Wonders,2007/11/01,https://images.pokemontcg.io/dp3/8_hires.png,2.0,13.73
dp1-6,Lucario,6,Rare Holo,Fighting,Diamond & Pearl,2007/05/01,https://images.pokemontcg.io/dp1/6_hires.png,8.71,65.33
sm1-4,Paras,4,Common,Grass,Sun & Moon,2017/02/03,https://images.pokemontcg.io/sm1/4_hires.png,0.08,
ex9-7,Manectric,7,Rare Holo,Lightning,Emerald,2005/05/01,https://images.pokemontcg.io/ex9/7_hires.png,3.24,13.24
